Review,date,Location
"I dont like that is over filled we couldnt find parking after we left for the evening 
 The bathroom dont have vents which to me its disgusting the food is over priced and its kinda boring the place and its huge the building the the uber or lyft dont wanna pick you up by your building at all. . The service in resturants in international dr is awful . Never again i will get a hotel i will be renting homes this hotel was not comfortable and alot of noise all throught night and day . Never again dont get this hotel you will regret it !
  
  Read more
  Read less",2019-07-30,
"Do not like there is no elevator and I was on second floor with lots of luggage. 
 
 Friendly wait staff. Very very nice! We ate all our meals there and everyone was great
  
  Read more
  Read less",2019-07-29,
"Credit card system went down as soon as I got to the front of the line but they were gracious and accommodating and I received vouchers for two free breakfasts. Overall, my go-to hotel for quick trips to NY!
  
  Read more
  Read less",2019-07-29,
"En la llegada nos dieron un desayuno y un upgrade gratis de la habitaci�n que implicaba mejores vistas (debido a que nos dieron una habitaci�n en la que estaban trabajando en ese momento). Las habitaciones son peque�as pero muy correctas, los pasillos son un poco mas antiguos pero importa poco. Hay que tener en cuenta que el mismo edificio alberga distintos tipos de alojamientos a distintos precios (incluyendo albergues para joven) aunque los distintos huespedes nunca se mezclan en la misma planta pero le da al conjunto un ambiente peculiar. La limpieza es impecables en las habitaciones y la ubicaci�n es inmejorable. La relaci�n calidad-precio (al menos el que pagamos) lo hace 100% recomendable si uno no espera un 4 estrellas con est�ndar espa�ol.
  
  Read more
  Read less",2019-07-29,
"Very good and friendly staffs. Convenient location.
  
  Read more
  Read less",2019-07-29,
"The staff was friendly. Check in was easy. Room was clean.
  
  Read more
  Read less",2019-07-29,
"Damaged, smelly, dusty, poor service...really no coffee? Air conditioner sounder like a diseased mongoose in flight. Incredibly exoensive.
  
  Read more
  Read less",2019-07-28,
"The property is comfortable never been in a room with a shower cap or qtips nice gesture. I must say it was loud the pool is beautiful and full of loud people i was trying to go to bed but i could hear screams. Someine on my floor kept ru ning back i lforth in the hallway but other then that i liked it all the small geatures
  
  Read more
  Read less",2019-07-28,
"Please read the fine print BEFORE choosing this hotel. Yes its close to Disney Springs, but you dont get much for the money you spend. While the pool is nice, the rooms are oit dated and dirty. Dont bother ordering room service and if your a soda drinker, BRING YOUR OWN!!! last night i ordered a meal to split between myself and my young daughter. I splurged a bit and got the steak and potatoes. They asked what drink we wanted. I ordered a pepsi and a sprite. To my surprise, a CAN NOT BOTTLE was $5.00 A PIECE! Which meant $10.00 for two cans of soda... TALK ABOUT ROBBERY. The steak I ordered was $32, but once the cokes were added plus 18% for them walking it up, our bill for one plated meal was $61.00. >< The bus transport they offer to the parks is ridiculous and the drivers are rude(even to children) and they are always late. They also leave when people are walking/running up flagging them down to wait. (Saw this on multiple occasions during our three day stay) 
 Nothing in this hotel is disney themed other than the ""store"" down stairs. Oh! And the fees to stay here are outrageous. $25 a night resort fee, but you also HAVE to pay $20 a day to park your car, even if you park it. So for three nights, we had to pay, $75 in resort fees and $60 to park our car. $135 on top of what we paid for the room which was a little over $350 bucks. We could have just stayed on actual property and had a nice room with kind bus drivers for that price, but live and learn i guess. LIVID.
  
  Read more
  Read less",2019-07-28,
"There was a 20 minute wait for check in as the desk was under staffed. Staff was very friendly and helpful. The property was clean but old and out dated. There was a not so hot, hot tub and a cloudy swimming pool. The key card lock on one door was broken. Our room was nothing special, lumpy bed, old stained shower (fresh grout), but again, sheets, towels etc. was clean. Price did not match value.
  
  Read more
  Read less",2019-07-28,
"Location 5 mins away from Universal Park & Surrounded by Great Restaurants.
  
  Read more
  Read less",2019-07-28,
"Nice, but simple room. Blow dryer switch did not work,
  
  Read more
  Read less",2019-07-27,
"Our stay, in over all, was plesant. However, the clip button of the end of the shower curtain was missing with water falling onto the floor outside of tub. Called F/D and immediately it was corrected. Other than that we had a blast. Oh, by the way, thanks for the early check in.
  
  Read more
  Read less",2019-07-27,
"Beautiful place, great memories, a must visit again
  
  Read more
  Read less",2019-07-26,
"Nothing unique, not much to offer. Not pleasing to the eye. The in-room a/c and refrigerator were both very loud. Cycled on every 20 minutes and prevented a good night sleep. Told the check out staff the experience was terrible and got no further response.
  
  Read more
  Read less",2019-07-26,
"Great location for getting around the city, friendly staff
  
  Read more
  Read less",2019-07-26,
"I enjoyed staying here. Location is great. It�s close to Time Square. Metered parking was easy to find. Good restaurant nearby. Will stay in this hotel again.
  
  Read more
  Read less",2019-07-26,
"Room was as expected, nice restaurant, but service very slow
  
  Read more
  Read less",2019-07-26,
"AC is very noisy and room rugs needs to be shampooed.
  
  Read more
  Read less",2019-07-25,
"Die zentrale Lage ist unschlagbar. Das Zimmer war winzig, aber klimatisiert. Die Betten waren sehr bequem, aber f�r ein Doppelbett etwas zu schmal (140cm). Das Zimmer war immer sauber und wir hatten unsere Ruhe.
  
  Read more
  Read less",2019-07-25,
