Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"The hotel was very outdated. The rooms were incredibly tiny - even for NYC standards. The rooms were not very clean. The elevator broke and I was on the 28th floor. Once I was on my floor, I had to turn several corners and go down short hallways to my room which felt very unsafe. As a single woman, I don't want to be trapped in a corner with someone I don't know (which happened). I would not recommend staying here.
  
  Read more
  Read less",NEGATIVE,0.999672532,upset,0.71514374,anger,0.146140128,21-07-2019,"Washington, DC"
"Staff service was excellent. Pool area is very nice. Lobby bar is small but enjoyable. The elevators to the first 5 floors is excruciatingly slow. The room was clean but extremely small. If you are a family with 1-2 children you must get a second room. The double beds are too small for two normal sized adults. The pool snack bar has great service and the food is actually pretty good.
  
  Read more
  Read less",POSITIVE,0.998499691,upset,0.541016996,anger,0.172349706,21-07-2019,"Oshawa, on"
"The hotel premises and room were clean. I used the jacuzzi on Sunday evening, and it was in need of service.
  
  Read more
  Read less",NEGATIVE,0.998790562,upset,0.581854165,anger,0.190665811,20-07-2019,Carlsbad
"I have bed bug bites all over my body. How can this be healthy or allowed.
  
  Read more
  Read less",NEGATIVE,0.999150634,upset,0.901515365,anger,0.069721013,20-07-2019,Santa Ana Ca.
"Its ok small rooms but clean . It was power outage during my visit
  
  Read more
  Read less",NEGATIVE,0.989107192,upset,0.583105743,satisfied,0.203188121,20-07-2019,Chicago
"De ligging is middenin manhatten echt uitstekend, service, vrinedelijkeheid, faciliteiten zondermeer teleurstellend
  
  Read more
  Read less",NEGATIVE,0.998902917,satisfied,0.827356696,upset,0.122108236,19-07-2019,Rotterdam
"The pool is very nice especially for families. Rooms are ok but a little dated, I find a lot of American hotels are not the same standard as other countries. Lobby area is nice but the caf� is very expensive $5 for a small carton of cereal. Reception can be very slow and be aware they make you pay the resort/Disney tax upfront as you check in.
  
  Read more
  Read less",NEGATIVE,0.99260366,upset,0.554548442,anger,0.271224231,19-07-2019,Leeds UK
"Nice room with some annoying flaws. Good but room for improvement.
  
  Read more
  Read less",NEGATIVE,0.98983252,upset,0.86745733,happy,0.066123828,19-07-2019,Fresh Meadows
"The pool area was great. And my children loved the bunk beds
  
  Read more
  Read less",POSITIVE,0.98507309,satisfied,0.375960559,upset,0.297689021,18-07-2019,Ocala
"Great location. Close to everything. Subway, Times Square, Shopping. We had a tonne of fun.
  
  Read more
  Read less",POSITIVE,0.997284353,happy,0.375946999,upset,0.371202826,18-07-2019,Burlington ON Canada
"The room was spacious, bed very comfortable and the air con worked a treat. It was a short walk to the shopping/dining/entertainment of Disney Springs. 
 The bus to and from the theme parks were on time.
  
  Read more
  Read less",POSITIVE,0.865835488,upset,0.524439633,satisfied,0.274728656,18-07-2019,"Porirua, NZ"
"The garden hotel section is not marketed appropriately, rooms are outdated, dark and constantly feel ""moist"", in 3 days my bathing suit hanging up in bathroom would not dry. When I picked this hotel I did NOT realize the stark difference in staying in the garden section vd towers as this is not expressed in any of the booking material. Pool was fine, we are 2 adults with no kids so there was no section to get away from the constant massive floats that can be rented and splashing/yellind children.... Pool said it closed at 9pm and all you heard until 11pm at least, were screeching kids in the pool I. The garden section.
  
  Read more
  Read less",NEGATIVE,0.997050166,upset,0.801471293,anger,0.136191189,18-07-2019,Northboro
"Great clean place to stay for our Disney trip. A bit of a walk but not too bad. Convenient for Starbucks and Walgreens nearby. Comfy bed and nice shower. Only negative was the beeping of the trash trucks early in the morning but guess that can�t be helped.
  
  Read more
  Read less",NEGATIVE,0.647357523,upset,0.54110986,satisfied,0.15784657,18-07-2019,"Henderson, NV"
"Fantastic resort, with great staff, plenty of amenities and within close distance to a lot of restaurants and activities.
  
  Read more
  Read less",POSITIVE,0.997447252,upset,0.563763976,satisfied,0.234867424,18-07-2019,Toowoomba
"Clean and friendly staff, room service was amazing
  
  Read more
  Read less",POSITIVE,0.997583628,satisfied,0.593979418,upset,0.229138255,17-07-2019,Key west
"Gives a late 90�s feel. Small rooms. Very close to Penn Station. A lot of homeless outside after dark.
  
  Read more
  Read less",NEGATIVE,0.98668313,upset,0.824645877,anger,0.080220342,17-07-2019,New Jersey
"I did not like house keeping. They were rude and non- compliant with noise. One staff had music playing while she was cleaning and they were yelling to each other across the hall about non work related conversations.
 
 It was so loud we have to walk out and open the door to tell them we are trying to sleep. I was in disbelief that it was house keeping and not just other people at the property. 
 
 Then the other issue I had was we found a roach running around on the carpet and I took a photo of the roach and killed it. 
 
 The carpet of my room 156 looked dingy and worn down, I was very displeased with my stay to the point where the price was way to high for a Wyndham, or did Wyndham just hit an all time low. I truly felt like I was at a motel 6 or lower. 
 
 All in all not happy about the accommodation, and truly displeased. I guess it�s my fault for not reading reviews while booking.
  
  Read more
  Read less",NEGATIVE,0.999013901,upset,0.828267217,anger,0.110831141,17-07-2019,Azusa
"Honestly it was the best experience I�ve ever had, very happy with everything and the staff was truly nice and kind! Definitely coming back again and I do recommend this place to everyone!
  
  Read more
  Read less",POSITIVE,0.999836147,happy,0.467421144,satisfied,0.401596993,17-07-2019,Vero Beach
"Well maintained hotel close to SJC airport. Loads of free parking. Cheap rates. Secure.
  
  Read more
  Read less",NEGATIVE,0.985788524,upset,0.519578636,happy,0.187207282,16-07-2019,Orlando
"Shower was crap, room was dirty and old and lifts took too long. Check in took too long. Only good thing is the location of the hotel
  
  Read more
  Read less",NEGATIVE,0.999220014,upset,0.779976249,anger,0.180241123,16-07-2019,Sydney
"????????????????????????????????????????????Itenary??????????????????????????????????
  
  Read more
  Read less",NEGATIVE,0.998802304,upset,0.74277854,anger,0.142899081,16-07-2019,??
"Pros: easy check-in, plenty of parking, friendly staff, good location 
 
 Cons: thin walls where you can hear people above and next door, sketchy people staying in nearby rooms making noise going in and out, dirty pool
  
  Read more
  Read less",NEGATIVE,0.975472629,upset,0.854344547,anger,0.081838824,16-07-2019,San Diego
"Very clean hotel. Suite was spacious.
 Only negative is there is NO free parking. Valet parking @$25 per night is steep. The only other option is free parking on the road which is just about impossible to find.
 Breakfast pretty decent (oatmeal, waffles, eggs, potatoes, cereal, bagels/bread), rooms clean, bed comfy.
 Don't forget your toiletries, only bathroom amenities provided was shampoo, condition, bar, soap. Staff very responsive.
  
  Read more
  Read less",NEGATIVE,0.985761523,upset,0.661125004,happy,0.132488608,16-07-2019,"Toronto, ON"
"Amazing great time there staff was excellent can�t wait to go back next year
  
  Read more
  Read less",NEGATIVE,0.654648125,happy,0.290492386,upset,0.276014179,16-07-2019,NY
"The lobby is looking good and the property is well-kept. Room is clean and neat. Everything was as expected. The room doors could be given a face-lift. The only complaint we have is the room key/card did not work properly. It took us over 10 tries every time we try to open. Please look into this and fix the problem, because I am sure I read one of the reviews and this problem was mentioned, too. Overall, we enjoy our stay!
  
  Read more
  Read less",POSITIVE,0.550280392,upset,0.499945462,happy,0.23402068,15-07-2019,Santa Ana
"The location of the hotel was great - we rented a car at the airport and were at our hotel within minutes. The staff was friendly and professional. The pool and hot tub were great.
  
  Read more
  Read less",POSITIVE,0.999021113,upset,0.386522144,satisfied,0.379517317,15-07-2019,Salt Lake City
"Excellent stay at the New Yorker, we are returning customers, and will be back. Room was great, beautiful views. Great Check in, no problems at all. Most of all we encountered a black out in Midtown NY everyone at the New Yorker from the manager to all the employees made all of us feel safe, comfortable and so happy we chose this hotel. This will continue to be our NYC hotel.
  
  Read more
  Read less",POSITIVE,0.999593079,satisfied,0.474771738,happy,0.40333873,15-07-2019,Brick NJ
